timestamp_utc,nav,benchmark_index,regime_bull,signal_json,target_position_json,current_positions_json,target_units_json,order_deltas_json
2026-04-09 12:34:00+00:00,100010.97550935493,1.0004189333348028,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17124, ""GBP_USD"": -14915, ""USD_JPY"": 20002}","{""EUR_USD"": -17124, ""GBP_USD"": -14915, ""USD_JPY"": 20002}",{}
2026-04-09 12:35:00+00:00,100010.95815846283,1.000475154361702,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17124, ""GBP_USD"": -14915, ""USD_JPY"": 20002}","{""EUR_USD"": -17124, ""GBP_USD"": -14914, ""USD_JPY"": 20002}","{""GBP_USD"": 1}"
2026-04-09 12:36:00+00:00,100009.33285868437,1.0004820271964883,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17124, ""GBP_USD"": -14914, ""USD_JPY"": 20002}","{""EUR_USD"": -17123, ""GBP_USD"": -14913, ""USD_JPY"": 20001}","{""EUR_USD"": 1, ""GBP_USD"": 1, ""USD_JPY"": -1}"
2026-04-09 12:37:00+00:00,100002.02010393694,1.000403763564329,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17123, ""GBP_USD"": -14913, ""USD_JPY"": 20001}","{""EUR_USD"": -11413, ""GBP_USD"": -9940, ""USD_JPY"": 13333}","{""EUR_USD"": 5710, ""GBP_USD"": 4973, ""USD_JPY"": -6668}"
2026-04-09 12:38:00+00:00,100006.57769631859,1.0004821510313493,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11413, ""GBP_USD"": -9940, ""USD_JPY"": 13333}","{""EUR_USD"": -17122, ""GBP_USD"": -14913, ""USD_JPY"": 20001}","{""EUR_USD"": -5709, ""GBP_USD"": -4973, ""USD_JPY"": 6668}"
2026-04-09 12:39:00+00:00,100001.2681973993,1.0004654952425431,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17122, ""GBP_USD"": -14913, ""USD_JPY"": 20001}","{""EUR_USD"": -17119, ""GBP_USD"": -14911, ""USD_JPY"": 20000}","{""EUR_USD"": 3, ""GBP_USD"": 2, ""USD_JPY"": -1}"
2026-04-09 12:40:00+00:00,99998.86941852841,1.0004227102980636,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17119, ""GBP_USD"": -14911, ""USD_JPY"": 20000}","{""EUR_USD"": -11411, ""GBP_USD"": -9940, ""USD_JPY"": 13333}","{""EUR_USD"": 5708, ""GBP_USD"": 4971, ""USD_JPY"": -6667}"
2026-04-09 12:41:00+00:00,99995.03604896182,1.000268907400687,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11411, ""GBP_USD"": -9940, ""USD_JPY"": 13333}","{""EUR_USD"": -11410, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": 1, ""GBP_USD"": 1, ""USD_JPY"": -1}"
2026-04-09 12:42:00+00:00,99999.25279780032,1.0003600498583918,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11410, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": -11411, ""GBP_USD"": -9941, ""USD_JPY"": 13333}","{""EUR_USD"": -1, ""GBP_USD"": -2, ""USD_JPY"": 1}"
2026-04-09 12:43:00+00:00,100006.06130972518,1.0006618354146775,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11411, ""GBP_USD"": -9941, ""USD_JPY"": 13333}","{""EUR_USD"": -17120, ""GBP_USD"": -14914, ""USD_JPY"": 20001}","{""EUR_USD"": -5709, ""GBP_USD"": -4973, ""USD_JPY"": 6668}"
2026-04-09 12:44:00+00:00,100006.84917388568,1.0006178740390181,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17120, ""GBP_USD"": -14914, ""USD_JPY"": 20001}","{""EUR_USD"": -17121, ""GBP_USD"": -14915, ""USD_JPY"": 20001}","{""EUR_USD"": -1, ""GBP_USD"": -1}"
2026-04-09 12:45:00+00:00,100007.74485093993,1.0005613434249663,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17121, ""GBP_USD"": -14915, ""USD_JPY"": 20001}","{""EUR_USD"": -17122, ""GBP_USD"": -14916, ""USD_JPY"": 20001}","{""EUR_USD"": -1, ""GBP_USD"": -1}"
2026-04-09 12:46:00+00:00,100005.27083397769,1.0005061749943858,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17122, ""GBP_USD"": -14916, ""USD_JPY"": 20001}","{""EUR_USD"": -17121, ""GBP_USD"": -14915, ""USD_JPY"": 20001}","{""EUR_USD"": 1, ""GBP_USD"": 1}"
2026-04-09 12:47:00+00:00,100003.7151471997,1.0004443813987407,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17121, ""GBP_USD"": -14915, ""USD_JPY"": 20001}","{""EUR_USD"": -17121, ""GBP_USD"": -14914, ""USD_JPY"": 20000}","{""GBP_USD"": 1, ""USD_JPY"": -1}"
2026-04-09 12:48:00+00:00,100003.10204303698,1.0006006609933376,True,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17121, ""GBP_USD"": -14914, ""USD_JPY"": 20000}","{""EUR_USD"": -17120, ""GBP_USD"": -14912, ""USD_JPY"": 20000}","{""EUR_USD"": 1, ""GBP_USD"": 2}"
2026-04-09 12:49:00+00:00,99992.12225985112,1.0003927422616987,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -17120, ""GBP_USD"": -14912, ""USD_JPY"": 20000}","{""EUR_USD"": -11410, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": 5710, ""GBP_USD"": 4973, ""USD_JPY"": -6668}"
2026-04-09 12:50:00+00:00,99991.85877195846,1.000299246941635,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11410, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": -11410, ""GBP_USD"": -9939, ""USD_JPY"": 13332}",{}
2026-04-09 12:51:00+00:00,99993.66880729092,1.0003045099232277,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11410, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": -11412, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": -2}"
2026-04-09 12:52:00+00:00,99992.66267654998,1.0002863681160896,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11412, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": -11411, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": 1}"
2026-04-09 12:53:00+00:00,99992.07740654999,1.0002866777032422,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11411, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": -11410, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": 1}"
2026-04-09 12:54:00+00:00,99994.92515905791,1.0003224040606442,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11410, ""GBP_USD"": -9939, ""USD_JPY"": 13332}","{""EUR_USD"": -11411, ""GBP_USD"": -9941, ""USD_JPY"": 13332}","{""EUR_USD"": -1, ""GBP_USD"": -2}"
2026-04-09 12:55:00+00:00,99994.54809259331,1.000360111775822,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11411, ""GBP_USD"": -9941, ""USD_JPY"": 13332}","{""EUR_USD"": -11411, ""GBP_USD"": -9940, ""USD_JPY"": 13332}","{""GBP_USD"": 1}"
2026-04-09 12:56:00+00:00,99994.66393930683,1.0003475425374293,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11411, ""GBP_USD"": -9940, ""USD_JPY"": 13332}","{""EUR_USD"": -11411, ""GBP_USD"": -9940, ""USD_JPY"": 13332}",{}
2026-04-09 12:57:00+00:00,99988.23310895872,1.0002390012817526,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11411, ""GBP_USD"": -9940, ""USD_JPY"": 13332}","{""EUR_USD"": -11409, ""GBP_USD"": -9937, ""USD_JPY"": 13331}","{""EUR_USD"": 2, ""GBP_USD"": 3, ""USD_JPY"": -1}"
2026-04-09 12:58:00+00:00,99985.51693099826,1.000128292916008,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11409, ""GBP_USD"": -9937, ""USD_JPY"": 13331}","{""EUR_USD"": -11408, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": 1, ""GBP_USD"": 1}"
2026-04-09 12:59:00+00:00,99983.2317870207,1.000042227687605,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11408, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": -11407, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": 1}"
2026-04-09 13:00:00+00:00,99986.15456376298,1.0001466823928684,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11407, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": -11409, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": -2}"
2026-04-09 13:01:00+00:00,99981.29087972394,1.0000808641642407,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11409, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": -11407, ""GBP_USD"": -9934, ""USD_JPY"": 13330}","{""EUR_USD"": 2, ""GBP_USD"": 2, ""USD_JPY"": -1}"
2026-04-09 13:02:00+00:00,99983.72471971136,1.0001230918518456,False,"{""EURUSD"": -1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": -0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11407, ""GBP_USD"": -9934, ""USD_JPY"": 13330}","{""EUR_USD"": -11407, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""GBP_USD"": -2, ""USD_JPY"": 1}"
2026-04-09 13:03:00+00:00,99989.4138907346,1.0001759074200671,False,"{""EURUSD"": 1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": 0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": -11407, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": 11410, ""GBP_USD"": -9938, ""USD_JPY"": 13331}","{""EUR_USD"": 22817, ""GBP_USD"": -2}"
2026-04-09 13:04:00+00:00,99986.9870934544,1.0001022256777652,False,"{""EURUSD"": 1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": 0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": 11410, ""GBP_USD"": -9938, ""USD_JPY"": 13331}","{""EUR_USD"": 11410, ""GBP_USD"": -9937, ""USD_JPY"": 13331}","{""GBP_USD"": 1}"
2026-04-09 13:05:00+00:00,99983.37802488165,0.9998943069461266,False,"{""EURUSD"": 1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": 0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": 11410, ""GBP_USD"": -9937, ""USD_JPY"": 13331}","{""EUR_USD"": 11408, ""GBP_USD"": -9935, ""USD_JPY"": 13331}","{""EUR_USD"": -2, ""GBP_USD"": 2}"
2026-04-09 13:06:00+00:00,99984.8019826858,0.9999795053305024,False,"{""EURUSD"": 1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": 0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": 11408, ""GBP_USD"": -9935, ""USD_JPY"": 13331}","{""EUR_USD"": 11409, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": 1, ""GBP_USD"": -1}"
2026-04-09 13:07:00+00:00,99983.78048660429,0.9999671218444014,False,"{""EURUSD"": 1.0, ""GBPUSD"": -1.0, ""USDJPY"": 1.0}","{""EURUSD"": 0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": 0.3333333333333333}","{""EUR_USD"": 11409, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": 11409, ""GBP_USD"": -9936, ""USD_JPY"": 13331}",{}
2026-04-09 13:08:00+00:00,99981.98685416684,0.9998951737901536,False,"{""EURUSD"": 1.0, ""GBPUSD"": -1.0, ""USDJPY"": -1.0}","{""EURUSD"": 0.3333333333333333, ""GBPUSD"": -0.3333333333333333, ""USDJPY"": -0.3333333333333333}","{""EUR_USD"": 11409, ""GBP_USD"": -9936, ""USD_JPY"": 13331}","{""EUR_USD"": 11407, ""GBP_USD"": -9934, ""USD_JPY"": -13330}","{""EUR_USD"": -2, ""GBP_USD"": 2, ""USD_JPY"": -26661}"
