Date,META,AAPL,AMZN,NFLX,GOOGL
2020-02-26,197.2,70.778,98.9795,37.924,69.2724
2020-02-27,189.75,66.1513,94.215,37.171,65.51
2020-02-28,192.47,66.1118,94.1875,36.903,66.7206
2020-03-02,196.44,72.2649,97.6975,38.105,69.0655
2020-03-03,185.89,69.9727,95.4495,36.877,66.6444
2020-03-04,191.76,73.2187,98.7915,38.379,68.8305
2020-03-05,185.17,70.8408,96.2015,37.278,65.5005
2020-03-06,181.09,69.9008,95.0545,36.897,64.5529
2020-03-09,169.5,64.3717,90.0305,34.649,60.5699
2020-03-10,178.19,69.0102,94.591,36.413,63.5282
2020-03-11,170.24,66.6147,91.043,34.992,60.3264
2020-03-12,154.47,60.0355,83.8305,31.525,55.3767
2020-03-13,170.28,67.2276,89.25,33.6295,60.4942
2020-03-16,146.01,58.5799,84.4575,29.884,53.4562
2020-03-17,149.42,61.1569,90.392,31.975,55.7011
2020-03-18,146.96,59.6574,91.5,31.547,54.3625
2020-03-19,153.13,59.1996,94.0465,33.203,55.3827
2020-03-20,149.73,55.4419,92.3045,33.283,53.2176
2020-03-23,148.1,54.2652,95.1415,36.027,52.5161
2020-03-24,160.98,59.7074,97.005,35.732,56.2964
2020-03-25,156.21,59.3812,94.292,34.239,54.8821
2020-03-26,163.34,62.5035,97.7745,36.299,57.9359
2020-03-27,156.79,59.9176,95.005,35.712,55.3125
2020-03-30,165.95,61.6264,98.1975,37.096,57.1084
2020-03-31,166.8,61.4987,97.486,37.55,57.8877
2020-04-01,159.6,58.2664,95.385,36.408,54.906
2020-04-02,158.19,59.2368,95.9415,37.008,55.6498
2020-04-03,154.18,58.3875,95.3295,36.176,54.4377
2020-04-06,165.55,63.4798,99.8795,37.996,58.9458
2020-04-07,168.83,62.7433,100.58,37.228,58.9144
2020-04-08,174.28,64.3478,102.15,37.112,60.132
2020-04-09,175.19,64.8157,102.138,37.072,60.1105
2020-04-13,174.79,66.0865,108.444,39.672,60.3019
2020-04-14,178.17,69.4247,114.166,41.355,63.0331
2020-04-15,176.97,68.7902,115.384,42.675,62.6379
2020-04-16,176.25,69.3383,120.41,43.917,62.6444
2020-04-17,179.24,68.3952,118.75,42.296,63.7191
2020-04-20,178.24,66.9741,119.681,43.749,62.8297
2020-04-21,170.8,64.9079,116.406,43.383,60.3891
2020-04-22,182.28,66.774,118.174,42.142,62.6932
2020-04-23,185.13,66.5176,119.972,42.67,63.3289
2020-04-24,190.07,68.4378,120.511,42.499,63.5994
2020-04-27,187.5,68.4867,118.8,42.138,63.3135
2020-04-28,182.91,67.3759,115.704,40.383,61.4068
2020-04-29,194.19,69.5867,118.636,41.189,66.8667
2020-04-30,204.71,71.056,123.7,41.985,67.0918
2020-05-01,202.27,69.9108,114.302,41.527,65.6281
2020-05-04,205.26,70.8999,115.8,42.815,65.9061
2020-05-05,207.07,71.9683,115.89,42.468,67.2074
2020-05-06,208.47,72.7101,117.563,43.426,67.0286
2020-05-07,211.26,73.4584,118.381,43.653,68.2167
2020-05-08,212.35,75.2076,118.98,43.555,68.9671
2020-05-11,213.18,76.392,120.45,44.052,69.926
2020-05-12,210.1,75.5178,117.848,43.182,68.5107
2020-05-13,205.1,74.6084,118.396,43.827,67.173
2020-05-14,206.81,75.064,119.442,44.195,67.5979
2020-05-15,210.88,74.623,120.489,45.419,68.405
2020-05-18,213.19,76.3801,121.313,45.258,69.0088
2020-05-19,216.88,75.9391,122.466,45.104,68.4717
2020-05-20,229.97,77.4154,124.897,44.767,70.2034
2020-05-21,231.39,76.8379,122.337,43.625,70.0835
2020-05-22,234.91,77.3338,121.844,42.932,70.4068
2020-05-26,232.2,76.8085,121.093,41.477,70.8117
2020-05-27,229.14,77.1453,120.52,41.989,70.7575
2020-05-28,225.46,77.1798,120.055,41.344,70.6558
2020-05-29,225.09,77.1033,122.118,41.973,71.4171
2020-06-01,231.91,78.0508,123.552,42.592,71.4844
2020-06-02,232.72,78.4133,123.62,42.731,71.8549
2020-06-03,230.16,78.8423,123.92,42.197,71.7025
2020-06-04,226.29,78.1638,123.03,41.433,70.4595
2020-06-05,230.77,80.3915,124.15,41.96,71.741
2020-06-08,231.4,80.8667,126.203,41.949,72.1405
2020-06-09,238.67,83.4192,130.043,43.405,72.3418
2020-06-10,236.73,85.5653,132.372,43.448,72.9705
2020-06-11,224.43,81.459,127.898,42.556,69.8418
2020-06-12,228.58,82.1614,127.251,41.807,70.3908
2020-06-15,232.5,83.1777,128.634,42.55,70.7805
2020-06-16,235.65,85.3816,130.764,43.613,72.0623
2020-06-17,235.53,85.2627,132.049,44.777,72.3647
2020-06-18,235.94,85.2971,132.699,44.987,71.447
2020-06-19,238.79,84.8091,133.751,45.372,70.9747
2020-06-22,239.22,87.0286,135.691,46.804,72.271
2020-06-23,242.24,88.8868,138.22,46.626,72.9346
2020-06-24,234.02,87.3157,136.72,45.785,71.3763
2020-06-25,235.68,88.4741,137.729,46.591,71.7947
2020-06-26,216.08,85.7588,134.644,44.34,67.8809
2020-06-29,220.64,87.7347,134.019,44.724,69.6061
2020-06-30,227.07,88.4645,137.941,45.504,70.6463
2020-07-01,237.55,88.2976,143.935,48.564,71.8396
2020-07-02,233.42,88.2976,144.515,47.689,73.231
2020-07-06,240.28,90.6607,152.852,49.381,74.7116
2020-07-07,240.86,90.3806,150.006,49.316,74.2269
2020-07-08,243.58,92.4835,154.056,50.278,74.9084
2020-07-09,244.5,92.8155,159.132,50.776,75.6588
2020-07-10,245.07,93.0441,160.0,54.873,76.6725
2020-07-13,239.0,92.6149,155.2,52.55,75.3384
2020-07-14,239.73,94.148,154.2,52.488,75.7683
2020-07-15,240.28,94.7972,150.444,52.326,75.5701
2020-07-16,240.93,93.6294,149.995,52.739,75.4724
2020-07-17,242.03,93.4409,148.098,49.299,75.5686
2020-07-20,245.42,95.4091,159.842,50.241,77.9096
2020-07-21,241.75,94.0924,156.914,49.01,77.515
2020-07-22,239.87,94.3563,154.996,48.982,77.9599
2020-07-23,232.6,90.0614,149.328,47.758,75.5636
2020-07-24,230.71,89.8383,150.445,48.045,75.1381
2020-07-27,233.5,91.9687,152.76,49.565,76.1953
2020-07-28,230.12,90.4571,150.016,48.851,74.9109
2020-07-29,233.29,92.1937,151.676,48.448,75.9004
2020-07-30,234.5,93.3085,152.594,48.58,76.6407
2020-07-31,253.67,103.084,158.234,48.888,74.1287
2020-08-03,251.96,105.668,155.594,49.862,73.8702
2020-08-04,249.83,106.376,156.942,50.964,73.399
2020-08-05,249.12,106.76,160.252,50.211,73.6873
2020-08-06,265.28,110.49,161.25,50.908,74.9757
2020-08-07,268.44,107.967,158.373,49.473,74.6478
2020-08-10,263.0,109.557,157.408,48.338,74.5706
2020-08-11,256.13,106.298,154.034,46.693,73.7596
2020-08-12,259.89,109.834,158.112,47.547,75.0897
2020-08-13,261.3,111.757,158.051,48.133,75.5586
2020-08-14,261.24,111.661,157.401,48.268,74.9598
2020-08-17,261.16,111.375,159.12,48.235,75.5381
2020-08-18,262.34,112.288,165.624,49.187,77.508
2020-08-19,262.59,112.435,163.024,48.453,76.9516
2020-08-20,269.01,114.939,164.868,49.79,78.5278
2020-08-21,267.01,120.852,164.236,49.231,78.4939
2020-08-24,271.39,122.306,165.373,48.881,78.9712
2020-08-25,280.82,121.294,167.324,49.058,80.0025
2020-08-26,303.91,122.953,172.092,54.753,81.9096
2020-08-27,293.22,121.47,170.0,52.627,81.1319
2020-08-28,293.66,121.284,170.09,52.389,81.6754
2020-08-31,293.2,125.4,172.548,52.956,81.1823
2020-09-01,295.44,130.389,174.956,55.655,82.4551
2020-09-02,302.5,127.678,176.572,55.284,85.5593
2020-09-03,291.12,117.465,168.4,52.575,81.1813
2020-09-04,282.73,117.542,164.731,51.605,78.7749
2020-09-08,271.16,109.644,157.492,50.702,75.9049
2020-09-09,273.72,114.014,163.43,50.019,77.0821
2020-09-10,268.09,110.293,158.756,48.067,76.0269
2020-09-11,266.61,108.84,155.811,48.203,75.5143
2020-09-14,266.15,112.103,155.148,47.626,75.169
2020-09-15,272.42,112.268,157.806,49.599,76.4788
2020-09-16,263.52,108.968,153.905,48.386,75.3314
2020-09-17,254.82,107.23,150.436,47.02,74.0835
2020-09-18,252.53,103.83,147.746,46.996,72.2924
2020-09-21,248.15,106.973,148.023,48.735,71.2486
2020-09-22,254.75,108.657,156.45,49.117,72.7273
2020-09-23,249.02,104.088,149.993,47.061,70.2149
2020-09-24,249.53,105.158,150.99,47.308,70.886
2020-09-25,254.82,109.116,154.757,48.288,71.6931
2020-09-28,256.82,111.709,158.703,49.065,72.6696
2020-09-29,261.79,110.864,157.244,49.348,73.0363
2020-09-30,261.9,112.533,157.436,50.003,73.0153
2020-10-01,266.63,113.497,161.063,52.751,74.1262
2020-10-02,259.94,109.844,156.25,50.306,72.5172
2020-10-05,264.65,113.209,159.96,52.065,73.8737
2020-10-06,258.66,109.981,154.998,50.587,72.289
2020-10-07,258.12,111.826,159.784,53.466,72.6935
2020-10-08,263.76,111.719,159.528,53.179,73.9036
2020-10-09,264.45,113.675,164.332,53.944,75.2497
2020-10-12,275.75,120.881,172.146,53.981,77.9469
2020-10-13,276.14,117.679,172.182,55.409,78.0705
2020-10-14,271.82,117.768,168.186,54.145,77.8896
2020-10-15,266.72,117.306,166.932,54.194,77.4926
2020-10-16,265.93,115.666,163.636,53.079,78.1018
2020-10-19,261.4,112.701,160.36,53.072,76.2211
2020-10-20,267.56,114.193,160.85,52.542,77.2738
2020-10-21,278.73,113.576,159.247,48.905,79.013
2020-10-22,278.12,112.474,158.82,48.523,80.0429
2020-10-23,284.79,111.786,160.22,48.828,81.3541
2020-10-26,277.11,111.796,160.352,48.824,78.9283
2020-10-27,283.29,113.308,164.316,48.893,79.6553
2020-10-28,267.67,108.055,158.139,48.624,75.2671
2020-10-29,280.83,112.063,160.55,50.421,77.5629
2020-10-30,263.11,105.787,151.808,47.574,80.5136
2020-11-02,261.36,105.698,150.224,48.412,80.9227
2020-11-03,265.3,107.328,152.42,48.722,81.9858
2020-11-04,287.38,111.699,162.058,49.695,86.9772
2020-11-05,294.68,115.666,166.1,51.376,87.8068
2020-11-06,293.41,115.538,165.568,51.473,87.6686
2020-11-09,278.77,113.228,157.187,47.05,87.7528
2020-11-10,272.43,112.889,151.751,48.024,86.5722
2020-11-11,276.48,116.324,156.87,49.076,87.0459
2020-11-12,275.08,116.052,155.514,48.677,86.8263
2020-11-13,276.95,116.099,156.44,48.284,88.2929
2020-11-16,278.96,117.111,156.553,47.91,88.3811
2020-11-17,275.0,116.225,156.783,48.063,87.7648
2020-11-18,271.97,114.89,155.273,48.179,86.7176
2020-11-19,272.94,115.489,155.851,48.467,87.6109
2020-11-20,269.7,114.223,154.97,48.824,86.5055
2020-11-23,268.43,110.826,154.92,47.662,86.0661
2020-11-24,276.92,112.103,155.903,48.288,87.8765
2020-11-25,275.59,112.948,159.254,48.5,87.8879
2020-11-27,277.81,113.497,159.767,49.136,89.0283
2020-11-30,276.97,115.894,158.402,49.07,87.4031
2020-12-01,286.55,119.457,161.004,50.458,89.4438
2020-12-02,287.52,119.813,160.176,50.338,90.9189
2020-12-03,281.85,119.675,159.336,49.752,90.763
2020-12-04,279.7,119.007,158.129,49.831,90.8587
2020-12-07,285.58,120.47,157.9,51.578,90.5233
2020-12-08,283.4,121.069,158.864,51.266,90.2394
2020-12-09,277.92,118.543,155.21,49.36,88.5719
2020-12-10,277.12,119.968,155.074,50.109,88.0633
2020-12-11,273.55,119.163,155.821,50.322,88.4195
2020-12-14,274.19,118.543,157.848,52.242,87.2966
2020-12-15,275.55,124.475,158.256,51.978,87.7359
2020-12-16,275.67,124.409,162.048,52.483,87.5422
2020-12-17,274.48,125.283,161.804,53.29,86.7111
2020-12-18,276.4,123.307,160.082,53.445,85.9993
2020-12-21,272.79,124.821,160.309,52.891,86.4148
2020-12-22,267.09,128.376,160.326,52.733,85.7003
2020-12-23,268.11,127.471,159.264,51.448,86.0993
2020-12-24,267.4,128.464,158.634,51.397,86.3948
2020-12-28,277.0,133.07,164.198,51.912,88.3776
2020-12-29,276.78,131.283,166.1,53.087,87.5705
2020-12-30,271.87,130.173,164.292,52.459,86.499
2020-12-31,273.16,129.171,162.846,54.073,87.3154
2021-01-04,268.94,125.979,159.332,52.286,85.9948
2021-01-05,270.97,127.52,160.926,52.08,86.6882
2021-01-06,263.31,123.249,156.919,50.049,85.8328
2021-01-07,268.74,127.433,158.108,50.889,88.3966
2021-01-08,267.57,128.542,159.135,51.04,89.5668
2021-01-11,256.84,125.557,155.71,49.91,87.4973
2021-01-12,251.09,125.38,156.041,49.425,86.5577
2021-01-13,251.64,127.403,158.294,50.779,87.0469
2021-01-14,245.64,125.489,156.373,50.086,86.2334
2021-01-15,251.36,123.758,155.212,49.798,86.0691
2021-01-19,261.1,124.426,156.038,50.177,88.9012
2021-01-20,267.48,128.522,163.169,58.634,93.664
2021-01-21,272.87,133.249,165.349,57.984,93.8672
2021-01-22,274.5,135.368,164.612,56.517,94.2861
2021-01-25,278.01,139.13,164.7,55.678,94.3718
2021-01-26,282.05,139.367,166.306,56.193,95.0529
2021-01-27,272.14,138.284,161.629,52.328,90.6184
2021-01-28,265.0,133.464,161.881,53.86,92.3253
2021-01-29,258.33,128.454,160.31,53.239,91.0381
2021-02-01,262.01,130.576,167.144,53.904,94.3116
2021-02-02,267.08,131.402,169.0,54.816,95.6094
2021-02-03,266.65,130.379,165.627,53.945,102.572
2021-02-04,266.49,133.746,166.55,55.216,102.311
2021-02-05,268.1,133.337,167.608,55.079,104.064
2021-02-08,266.58,133.482,166.147,54.792,103.85
2021-02-09,269.45,132.599,165.25,55.907,103.396
2021-02-10,271.87,131.99,164.329,56.359,103.947
2021-02-11,270.39,131.735,163.106,55.759,104.061
2021-02-12,270.5,131.97,163.886,55.652,104.373
2021-02-16,273.97,129.848,163.448,55.728,105.153
2021-02-17,273.57,127.55,165.432,55.134,105.549
2021-02-18,269.39,126.458,166.412,54.822,104.91
2021-02-19,261.56,126.618,162.495,54.022,104.063
2021-02-22,260.33,122.845,159.037,53.378,102.342
2021-02-23,265.855,122.709,159.725,54.615,102.634
2021-02-24,264.31,122.207,157.977,55.341,103.814
2021-02-25,254.69,117.945,152.858,54.67,100.434
2021-02-26,257.62,118.212,154.646,53.885,100.731
2021-03-01,264.91,124.574,157.307,55.064,103.109
2021-03-02,259.0,121.982,154.727,54.782,102.851
2021-03-03,255.41,118.998,150.25,52.07,100.208
2021-03-04,257.64,117.121,148.878,51.129,101.328
2021-03-05,264.28,118.367,150.023,51.639,104.475
2021-03-08,255.31,113.437,147.598,49.333,100.012
2021-03-09,265.74,118.045,153.142,50.644,101.65
2021-03-10,264.9,116.983,152.882,50.454,101.442
2021-03-11,273.88,118.901,155.68,52.306,104.648
2021-03-12,268.4,117.985,154.474,51.802,102.129
2021-03-15,273.75,120.872,154.084,52.025,102.351
2021-03-16,279.28,122.425,154.593,52.403,103.818
2021-03-17,284.01,121.629,156.786,52.444,103.735
2021-03-18,278.62,117.504,151.4,50.479,100.702
2021-03-19,290.11,116.983,153.748,51.218,100.982
2021-03-22,293.54,120.292,155.544,52.311,101.169
2021-03-23,290.63,119.457,156.875,53.509,101.697
2021-03-24,282.14,117.082,154.354,52.081,101.258
2021-03-25,278.74,117.562,152.313,50.286,101.255
2021-03-26,283.02,118.162,152.602,50.805,100.87
2021-03-29,290.82,118.337,153.786,51.395,101.921
2021-03-30,288.0,116.904,152.764,51.339,101.955
2021-03-31,294.53,119.085,154.704,52.166,102.753
2021-04-01,298.66,119.909,158.05,53.942,106.104
2021-04-05,308.91,122.748,161.336,54.067,110.547
2021-04-06,306.26,123.053,161.191,54.453,110.064
2021-04-07,313.09,124.682,163.969,54.699,111.548
2021-04-08,313.02,127.091,164.965,55.458,112.115
2021-04-09,312.46,129.663,168.61,55.531,113.124
2021-04-12,311.54,127.944,168.969,55.278,111.825
2021-04-13,309.76,131.046,170.0,55.373,112.314
2021-04-14,302.82,128.719,166.65,54.002,111.69
2021-04-15,307.82,131.115,168.954,54.922,113.85
2021-04-16,306.18,130.791,169.972,54.654,113.726
2021-04-19,302.24,131.451,168.6,55.444,114.074
2021-04-20,302.65,129.77,166.734,54.957,113.538
2021-04-21,301.47,130.154,168.101,50.89,113.505
2021-04-22,296.52,128.63,165.452,50.878,112.219
2021-04-23,301.13,130.94,167.044,50.555,114.581
2021-04-26,303.04,131.333,170.45,51.03,115.079
2021-04-27,303.57,131.007,170.872,50.555,114.135
2021-04-28,307.1,130.231,172.925,50.652,117.526
2021-04-29,329.51,130.134,173.566,50.9,119.206
2021-04-30,325.08,128.161,173.371,51.347,117.25
2021-05-03,322.58,129.22,169.324,50.911,116.731
2021-05-04,318.36,124.633,165.594,50.318,114.925
2021-05-05,315.02,124.88,163.527,49.608,115.32
2021-05-06,320.02,126.488,165.318,49.955,116.445
2021-05-07,319.08,127.157,164.58,50.384,117.171
2021-05-10,305.97,123.877,159.524,48.669,114.174
2021-05-11,306.53,122.963,161.195,49.508,113.093
2021-05-12,302.55,119.89,157.597,48.498,109.614
2021-05-13,305.26,122.04,158.074,48.666,111.049
2021-05-14,315.94,124.455,161.145,49.337,113.507
2021-05-17,315.46,123.317,163.52,48.894,114.033
2021-05-18,309.96,121.923,161.614,48.628,112.715
2021-05-19,313.59,121.767,161.59,48.77,113.165
2021-05-20,318.61,124.32,162.384,50.167,114.931
2021-05-21,316.23,122.493,160.154,49.789,114.292
2021-05-24,324.63,124.125,162.249,50.29,117.626
2021-05-25,327.79,123.927,162.953,50.134,117.717
2021-05-26,327.66,123.877,163.258,50.236,118.586
2021-05-27,332.75,122.346,161.506,50.386,117.708
2021-05-28,328.73,121.688,161.154,50.281,117.416
2021-06-01,329.13,121.364,160.932,49.908,118.629
2021-06-02,329.15,122.13,161.7,49.924,118.102
2021-06-03,326.04,120.647,159.35,48.943,116.955
2021-06-04,330.35,122.943,160.311,49.474,119.247
2021-06-07,336.58,122.953,159.901,49.466,119.681
2021-06-08,333.68,123.768,163.206,49.239,119.489
2021-06-09,330.25,124.153,164.058,48.581,119.963
2021-06-10,332.46,123.162,167.483,48.727,121.316
2021-06-11,331.26,124.36,167.342,48.877,121.071
2021-06-14,336.77,127.413,169.194,49.989,122.004
2021-06-15,336.75,126.608,169.156,49.19,120.981
2021-06-16,331.08,127.099,170.762,49.241,120.336
2021-06-17,336.51,128.699,174.462,49.834,121.304
2021-06-18,329.66,127.394,174.345,50.077,119.677
2021-06-21,332.29,129.201,172.698,49.7,121.372
2021-06-22,339.03,130.841,175.272,50.882,121.888
2021-06-23,340.59,130.566,175.191,51.274,121.686
2021-06-24,343.18,130.291,172.454,51.806,122.058
2021-06-25,341.37,129.996,170.073,52.707,122.066
2021-06-28,355.64,131.616,172.194,53.303,122.094
2021-06-29,351.89,133.14,172.407,53.35,121.83
2021-06-30,347.71,133.756,172.008,52.821,121.649
2021-07-01,354.39,134.054,171.648,53.354,122.002
2021-07-02,354.7,136.684,175.549,53.398,124.805
2021-07-06,352.78,138.69,183.787,54.164,125.734
2021-07-07,350.49,141.182,184.829,53.596,126.018
2021-07-08,345.65,139.885,186.57,53.076,124.592
2021-07-09,350.42,141.715,185.967,53.598,125.065
2021-07-12,353.16,141.113,185.928,53.731,126.517
2021-07-13,352.09,142.233,183.868,54.068,126.882
2021-07-14,347.63,145.652,184.084,54.795,127.774
2021-07-15,344.46,144.992,181.56,54.295,126.546
2021-07-16,341.16,142.961,178.682,53.031,126.511
2021-07-19,336.95,139.111,177.48,53.228,124.128
2021-07-20,341.66,142.724,178.66,53.105,125.754
2021-07-21,346.23,141.996,179.26,51.363,127.088
2021-07-22,351.19,143.364,181.902,51.177,127.957
2021-07-23,369.79,145.072,182.832,51.541,132.535
2021-07-26,372.46,145.495,184.991,51.649,133.551
2021-07-27,367.81,143.334,181.32,51.891,131.423
2021-07-28,373.28,141.588,181.516,51.93,135.603
2021-07-29,358.32,142.233,179.996,51.425,135.287
2021-07-30,356.3,142.442,166.38,51.757,134.241
2021-08-02,351.95,142.116,166.574,51.515,134.366
2021-08-03,351.24,143.905,168.312,51.082,135.14
2021-08-04,358.92,143.509,167.736,51.735,134.638
2021-08-05,362.97,143.619,168.8,52.489,135.76
2021-08-06,363.51,142.931,167.247,52.055,135.247
2021-08-09,361.61,142.881,167.094,51.997,136.419
2021-08-10,361.13,142.413,166.034,51.584,136.313
2021-08-11,359.96,142.656,164.606,51.24,135.787
2021-08-12,362.65,145.613,165.175,51.072,136.698
2021-08-13,363.18,145.817,164.698,51.592,137.231
2021-08-16,366.56,147.802,164.95,51.792,137.81
2021-08-17,358.45,146.891,162.098,51.891,136.168
2021-08-18,355.45,143.148,160.061,52.187,134.96
2021-08-19,355.12,143.479,159.388,54.371,135.189
2021-08-20,359.37,144.925,159.998,54.688,136.933
2021-08-23,363.35,146.417,163.294,55.333,139.535
2021-08-24,365.51,146.33,165.289,55.341,140.752
2021-08-25,368.39,145.091,164.959,54.758,141.566
2021-08-26,364.38,144.286,165.8,55.012,140.929
2021-08-27,372.63,145.329,167.482,55.892,143.484
2021-08-30,380.66,149.766,171.079,56.618,144.068
2021-08-31,379.38,148.499,173.54,56.919,144.175
2021-09-01,382.05,149.166,173.95,58.207,144.692
2021-09-02,375.28,150.278,173.156,58.855,142.769
2021-09-03,376.26,150.907,173.902,59.053,143.221
2021-09-07,382.18,153.245,175.464,60.671,143.76
2021-09-08,377.57,151.693,176.275,60.605,143.172
2021-09-09,378.0,150.68,174.208,59.754,143.022
2021-09-10,378.69,145.691,173.458,59.872,140.368
2021-09-13,376.51,146.26,172.858,58.929,141.818
2021-09-14,376.53,144.855,172.5,57.776,142.029
2021-09-15,373.92,145.748,173.79,58.287,143.908
2021-09-16,373.06,145.513,174.412,58.65,143.091
2021-09-17,364.72,142.852,173.126,58.935,140.292
2021-09-20,355.7,139.797,167.786,57.543,138.218
2021-09-21,357.48,140.281,167.182,57.314,138.531
2021-09-22,343.21,142.646,169.002,59.065,139.777
2021-09-23,345.96,143.609,170.8,59.326,140.706
2021-09-24,352.96,143.698,171.276,59.239,141.702
2021-09-27,353.58,142.184,170.29,59.264,140.562
2021-09-28,340.65,138.785,165.798,58.385,135.339
2021-09-29,339.61,139.689,165.056,59.906,133.869
2021-09-30,339.39,138.384,164.252,61.034,133.193
2021-10-01,343.01,139.515,164.163,61.315,136.049
2021-10-04,326.23,136.085,159.489,60.335,133.177
2021-10-05,332.96,138.0,161.05,63.481,135.532
2021-10-06,333.64,138.874,163.1,63.91,137.068
2021-10-07,329.22,140.143,165.122,63.185,138.722
2021-10-08,330.05,139.759,164.431,63.266,139.281
2021-10-11,325.45,139.669,162.315,62.704,138.412
2021-10-12,323.77,138.394,162.366,62.494,135.956
2021-10-13,324.54,137.805,164.214,62.976,137.085
2021-10-14,328.53,140.602,164.993,63.38,140.641
2021-10-15,324.76,141.666,170.451,62.829,140.858
2021-10-18,335.34,143.334,172.337,63.797,142.262
2021-10-19,339.99,145.485,172.208,63.9,142.719
2021-10-20,340.78,145.976,170.753,62.514,141.256
2021-10-21,341.88,146.192,171.751,65.316,141.373
2021-10-22,324.61,145.417,166.778,66.478,137.069
2021-10-25,328.69,145.367,166.018,67.166,136.95
2021-10-26,315.81,146.036,168.804,66.852,138.805
2021-10-27,312.22,145.573,169.624,66.292,145.689
2021-10-28,316.92,149.225,172.329,67.405,145.322
2021-10-29,323.57,146.505,168.622,69.031,147.511
2021-11-01,329.98,145.682,165.906,68.117,142.978
2021-11-02,328.08,146.723,165.638,67.772,144.906
2021-11-03,331.62,148.168,169.2,68.829,146.069
2021-11-04,335.85,147.644,173.85,66.84,147.732
2021-11-05,341.13,148.177,175.95,64.572,148.314
2021-11-08,338.62,147.35,174.449,65.145,148.493
2021-11-09,335.37,147.713,178.812,65.599,148.38
2021-11-10,327.64,144.875,174.103,64.691,145.367
2021-11-11,327.74,144.825,173.625,65.758,145.24
2021-11-12,340.89,146.91,176.258,68.261,148.141
2021-11-15,347.56,146.919,177.284,67.933,147.915
2021-11-16,342.96,147.902,177.035,68.74,147.341
2021-11-17,340.77,150.337,177.45,69.169,147.512
2021-11-18,338.69,154.629,184.803,68.202,149.297
2021-11-19,345.3,157.251,183.829,67.88,148.388
2021-11-22,341.01,157.712,178.628,65.92,145.773
2021-11-23,337.25,158.086,179.002,65.406,145.256
2021-11-24,341.06,158.607,179.02,65.829,145.592
2021-11-26,333.12,153.586,175.228,66.564,141.67
2021-11-29,338.03,156.957,178.079,66.384,145.005
2021-11-30,324.46,161.905,175.354,64.19,141.384
2021-12-01,310.6,161.386,172.186,61.777,140.542
2021-12-02,310.39,160.394,171.868,61.647,142.45
2021-12-03,306.84,158.509,169.49,60.213,141.489
2021-12-06,317.87,161.925,171.368,61.269,142.639
2021-12-07,322.81,167.662,176.164,62.558,146.738
2021-12-08,330.56,171.482,176.158,62.808,147.651
2021-12-09,329.82,170.972,174.171,61.1,147.105
2021-12-10,329.75,175.764,172.212,61.166,147.467
2021-12-13,334.49,172.131,169.568,60.456,145.299
2021-12-14,333.74,170.745,169.092,59.799,143.388
2021-12-15,341.66,175.615,173.315,60.504,145.912
2021-12-16,334.9,168.724,168.871,59.106,143.923
2021-12-17,333.79,167.623,170.017,58.673,141.213
2021-12-20,325.45,166.257,167.079,59.374,141.096
2021-12-21,334.2,169.442,170.417,60.492,142.954
2021-12-22,330.45,172.032,171.037,61.424,145.886
2021-12-23,335.24,172.66,171.068,61.409,146.386
2021-12-27,346.18,176.63,169.67,61.312,147.371
