Date,META,AAPL,AMZN,NFLX,GOOGL
2019-02-05,171.16,41.4031,82.9405,35.581,57.3855
2019-02-06,170.49,41.4178,82.013,35.219,55.9417
2019-02-07,166.38,40.6341,80.7185,34.471,55.0958
2019-02-08,167.33,40.6831,79.411,34.757,54.9199
2019-02-11,165.79,40.4467,79.55,34.573,54.907
2019-02-12,165.04,40.7953,81.9005,35.997,56.1754
2019-02-13,164.07,40.6271,82.0,35.177,56.2277
2019-02-14,163.95,40.7744,81.1325,35.907,56.2561
2019-02-15,162.5,40.6861,80.3975,35.687,55.7793
2019-02-19,162.29,40.8041,81.379,36.192,56.122
2019-02-20,162.56,41.0701,81.105,35.991,55.8271
2019-02-21,160.04,40.8354,80.972,35.697,55.0111
2019-02-22,161.89,41.2922,81.578,36.302,55.6263
2019-02-25,164.62,41.5918,81.65,36.391,55.6648
2019-02-26,164.13,41.6164,81.82,36.497,55.8978
2019-02-27,162.81,41.7459,82.0545,36.287,55.9417
2019-02-28,161.45,41.3373,81.9915,35.81,56.124
2019-03-01,162.28,41.7696,83.5865,35.732,57.2186
2019-03-04,167.37,41.9826,84.8085,35.104,57.4627
2019-03-05,171.26,41.9061,84.6215,35.43,58.2483
2019-03-06,172.51,41.6605,83.4475,35.961,58.0366
2019-03-07,169.13,41.1823,81.2975,35.26,57.3346
2019-03-08,169.6,41.2786,81.04,34.96,57.2908
2019-03-11,172.07,42.7086,83.531,35.886,58.7501
2019-03-12,171.92,43.1906,83.655,35.627,59.6463
2019-03-13,173.37,43.3793,84.5405,36.121,59.7364
2019-03-14,170.17,43.8615,84.311,35.882,59.4111
2019-03-15,165.98,44.432,85.618,36.146,59.3
2019-03-18,160.47,44.8859,87.1075,36.344,59.2128
2019-03-19,161.57,44.5294,88.0925,35.878,59.9058
2019-03-20,165.44,44.9205,89.8635,37.522,61.1
2019-03-21,166.08,46.5702,90.963,37.787,61.5832
2019-03-22,164.34,45.6076,88.2385,36.101,60.1644
2019-03-25,166.29,45.0617,88.713,36.623,59.6528
2019-03-26,167.68,44.5931,89.188,35.997,59.2772
2019-03-27,165.87,44.9961,88.285,35.337,58.6877
2019-03-28,165.55,45.0568,88.671,35.461,58.4018
2019-03-29,166.69,45.3445,89.0375,35.656,58.6319
2019-04-01,168.7,45.6548,90.7095,36.696,59.7324
2019-04-02,174.2,46.3198,90.699,36.772,60.0593
2019-04-03,173.54,46.634,91.035,36.975,60.3219
2019-04-04,176.02,46.7135,90.943,36.788,60.7523
2019-04-05,175.72,47.03,91.864,36.549,60.3537
2019-04-08,174.93,47.7734,92.493,36.141,60.1957
2019-04-09,177.58,47.6271,91.792,36.471,59.9173
2019-04-10,177.82,47.8925,92.3665,36.392,60.1046
2019-04-11,177.51,47.4943,92.2035,36.765,60.261
2019-04-12,179.1,47.4747,92.153,35.114,60.9157
2019-04-15,179.65,47.5631,92.2435,34.887,61.105
2019-04-16,178.87,47.568,93.152,35.946,61.3731
2019-04-17,178.78,48.4923,93.241,35.474,61.783
2019-04-18,178.28,48.6652,93.0845,36.035,61.8492
2019-04-22,181.44,48.8261,94.3655,37.734,62.4615
2019-04-23,183.78,49.5295,96.1885,38.189,63.3001
2019-04-24,182.58,49.4528,95.0875,37.423,62.775
2019-04-25,193.26,49.007,95.1125,36.833,63.1381
2019-04-26,191.49,48.7731,97.5315,37.485,63.6404
2019-04-29,194.78,48.8456,96.9215,37.183,64.5759
2019-04-30,193.4,47.9049,96.326,37.054,59.7314
2019-05-01,193.03,50.2593,95.576,37.881,58.454
2019-05-02,192.53,49.9301,95.041,37.906,58.1148
2019-05-03,195.47,50.55,98.123,38.503,59.2627
2019-05-06,193.88,49.7672,97.5275,37.867,59.4575
2019-05-07,189.77,48.4297,96.05,37.046,58.7301
2019-05-08,189.54,48.4363,95.8885,36.437,58.3276
2019-05-09,188.65,47.9176,94.9935,36.275,58.1876
2019-05-10,188.34,47.2539,94.499,36.104,58.1711
2019-05-13,181.54,44.5077,91.134,34.526,56.6243
2019-05-14,180.73,45.2149,92.006,34.561,56.0399
2019-05-15,186.27,45.7539,93.5575,35.499,58.3286
2019-05-16,186.99,45.5487,95.3785,35.931,59.0111
2019-05-17,185.3,45.2933,93.45,35.445,58.2279
2019-05-20,182.72,43.8762,92.9485,34.811,57.0262
2019-05-21,184.82,44.716,92.876,35.427,57.5135
2019-05-22,185.32,43.7995,92.984,35.973,57.5837
2019-05-23,180.87,43.0551,90.774,35.221,57.0601
2019-05-24,181.06,42.8882,91.164,35.439,56.7248
2019-05-28,184.31,42.7126,91.8215,35.478,56.7722
2019-05-29,182.19,42.5081,90.9595,34.919,55.7948
2019-05-30,183.01,42.7293,90.816,35.185,55.868
2019-05-31,177.47,41.9561,88.7535,34.328,55.1252
2019-06-03,164.15,41.5279,84.6345,33.663,51.7495
2019-06-04,167.5,43.0501,86.478,35.34,52.5341
2019-06-05,168.17,43.7476,86.925,35.573,52.0434
2019-06-06,168.33,44.386,87.718,35.713,52.1988
2019-06-07,173.35,45.5664,90.2015,36.087,53.2256
2019-06-10,174.82,46.151,93.0315,35.201,53.9424
2019-06-11,178.1,46.6823,93.185,35.127,53.8568
2019-06-12,175.04,46.5349,92.766,34.556,53.7601
2019-06-13,177.47,46.5281,93.515,34.343,54.3535
2019-06-14,181.33,46.1901,93.4835,33.973,54.1188
2019-06-17,189.01,46.466,94.3015,35.062,54.4969
2019-06-18,188.47,47.5582,95.0685,35.712,55.0624
2019-06-19,187.48,47.4168,95.4395,36.352,55.026
2019-06-20,189.53,47.804,95.9095,36.521,55.4589
2019-06-21,191.14,47.6387,95.565,36.921,56.0652
2019-06-24,192.6,47.5898,95.695,37.104,55.6333
2019-06-25,188.84,46.8679,93.9135,36.03,54.1826
2019-06-26,187.66,47.8805,94.8915,36.22,53.8209
2019-06-27,189.5,47.8656,95.214,37.002,53.637
2019-06-28,193.0,47.4296,94.6815,36.732,53.9444
2019-07-01,193.0,48.3019,96.1095,37.46,54.8013
2019-07-02,195.0,48.5847,96.7155,37.543,55.4291
2019-07-03,197.2,48.9873,96.95,38.172,55.9467
2019-07-05,196.4,48.9432,97.1455,38.055,56.4289
2019-07-08,195.76,47.9313,97.616,37.616,55.6378
2019-07-09,199.21,48.2272,99.415,37.993,56.0115
2019-07-10,202.73,48.7024,100.87,38.1,56.8395
2019-07-11,201.23,48.351,100.054,37.95,56.9974
2019-07-12,204.87,48.7194,100.55,37.325,57.0601
2019-07-15,203.91,49.1796,101.05,36.66,57.3178
2019-07-16,203.84,49.009,100.495,36.599,57.4647
2019-07-17,201.8,48.732,99.6015,36.244,57.1299
2019-07-18,200.78,49.2857,98.895,32.521,57.1548
2019-07-19,198.36,48.5509,98.226,31.51,56.3731
2019-07-22,202.32,49.6602,99.2815,31.062,56.7548
2019-07-23,202.36,50.0469,99.7245,30.73,57.1952
2019-07-24,204.66,50.0057,100.04,31.794,56.7807
2019-07-25,200.71,49.612,98.691,32.646,56.5918
2019-07-26,199.75,49.783,97.1525,33.578,62.0361
2019-07-29,195.94,50.2514,95.6225,33.27,61.8677
2019-07-30,197.04,50.0335,94.9265,32.593,61.1782
2019-07-31,194.23,51.0537,93.339,32.299,60.69
2019-08-01,192.73,49.948,92.766,31.95,60.3701
2019-08-02,189.02,48.8912,91.162,31.883,59.5999
2019-08-05,181.73,46.3347,88.2565,30.763,57.529
2019-08-06,184.51,47.2095,89.3915,31.01,58.3425
2019-08-07,185.15,47.7028,89.67,30.429,58.5832
2019-08-08,190.16,48.7515,91.6445,31.59,60.0917
2019-08-09,187.85,48.351,90.379,30.893,59.2303
2019-08-12,185.37,48.2272,89.246,31.083,58.5129
2019-08-13,188.45,50.2708,91.217,31.228,59.6204
2019-08-14,179.71,48.7731,88.148,29.911,58.0022
2019-08-15,182.59,48.5319,88.806,29.576,58.2548
2019-08-16,183.7,49.6758,89.6285,30.28,58.7476
2019-08-19,186.17,50.5989,90.806,30.938,59.8052
2019-08-20,183.81,50.6009,90.069,29.899,58.9628
2019-08-21,183.55,51.1531,91.177,29.781,59.3638
2019-08-22,182.04,51.1085,90.28,29.693,59.3608
2019-08-23,177.75,48.7457,87.481,29.144,57.4707
2019-08-26,180.36,49.6728,88.4435,29.498,58.3475
2019-08-27,181.3,49.1149,88.0915,29.103,58.3296
2019-08-28,181.76,49.4383,88.2125,29.177,58.4755
2019-08-29,185.57,50.2807,89.32,29.678,59.4963
2019-08-30,185.67,50.2169,88.8145,29.375,59.3115
2019-09-03,182.39,49.4802,89.492,28.929,58.2663
2019-09-04,187.14,50.324,90.031,29.152,58.9
2019-09-05,190.9,51.3072,92.036,29.325,60.3906
2019-09-06,187.49,51.3012,91.6755,29.017,60.0982
2019-09-09,188.76,51.5183,91.5675,29.434,60.0458
2019-09-10,186.17,52.1272,91.0275,28.799,60.0673
2019-09-11,188.49,53.7872,91.1495,28.827,60.7797
2019-09-12,187.47,53.6643,92.1775,28.886,61.5255
2019-09-13,187.19,52.6212,91.967,29.415,61.7775
2019-09-16,186.22,52.898,90.392,29.429,61.3591
2019-09-17,188.08,53.0945,91.1275,29.86,61.2719
2019-09-18,188.14,53.5858,90.873,29.156,61.4098
2019-09-19,190.14,53.1574,91.075,28.66,61.7138
2019-09-20,189.93,52.3795,89.708,27.075,61.2699
2019-09-23,186.82,52.6135,89.265,26.592,61.5115
2019-09-24,181.28,52.3677,87.0805,25.459,60.6965
2019-09-25,182.8,53.1742,88.4165,26.475,62.072
2019-09-26,180.11,52.8951,86.992,26.331,61.8902
2019-09-27,177.1,52.6389,86.2725,26.308,61.0761
2019-09-30,178.08,53.8766,86.7955,26.762,60.8365
2019-10-01,175.81,54.0276,86.7825,26.958,60.0822
2019-10-02,174.6,52.6704,85.6615,26.803,58.6832
2019-10-03,179.38,53.1242,86.221,26.815,59.2567
2019-10-04,180.45,54.6054,86.9825,27.279,60.3294
2019-10-07,179.68,54.6179,86.633,27.446,60.1942
2019-10-08,177.75,53.9816,85.2755,27.072,59.2915
2019-10-09,179.85,54.611,86.0995,26.753,59.9028
2019-10-10,180.03,55.3505,86.013,28.048,60.2551
2019-10-11,184.19,56.8208,86.596,28.293,60.5659
2019-10-14,183.28,56.7384,86.8215,28.553,60.6686
2019-10-15,188.89,56.6075,88.369,28.425,61.8877
2019-10-16,189.55,56.3818,88.8715,28.628,61.9255
2019-10-17,190.39,56.5978,89.374,29.335,62.4138
2019-10-18,185.85,56.87,87.8755,27.53,61.9957
2019-10-21,189.76,57.8533,89.283,27.805,61.9893
2019-10-22,182.34,57.7253,88.2865,26.669,61.8359
2019-10-23,186.15,58.4993,88.1085,27.127,62.6544
2019-10-24,186.38,58.5975,89.039,27.15,62.7281
2019-10-25,187.89,59.3175,88.0665,27.682,62.9866
2019-10-28,189.4,59.9096,88.854,28.186,64.2162
2019-10-29,189.31,58.5268,88.1355,28.121,62.8053
2019-10-30,188.25,58.519,88.9995,29.145,62.8073
2019-10-31,191.65,59.8409,88.833,28.741,62.7126
2019-11-01,193.62,61.5381,89.572,28.681,63.3828
2019-11-04,194.72,61.9427,90.233,29.286,64.2476
2019-11-05,194.32,61.8521,90.0855,28.803,64.3388
2019-11-06,191.55,61.8798,89.7885,28.859,64.3174
2019-11-07,190.42,62.5968,89.41,28.957,65.111
2019-11-08,190.84,62.7648,89.294,29.157,65.2137
2019-11-11,189.61,63.2629,88.5825,29.418,64.6796
2019-11-12,194.47,63.2036,88.9,29.201,64.6261
2019-11-13,193.19,63.8117,87.6555,28.311,64.5749
2019-11-14,193.15,63.3708,87.73,28.962,65.2212
2019-11-15,195.1,64.119,86.9745,29.503,66.4362
2019-11-18,197.4,64.4463,87.6265,30.257,65.7535
2019-11-19,199.32,64.2499,87.6395,30.26,65.3925
2019-11-20,197.51,63.5042,87.2765,30.516,64.8579
2019-11-21,197.93,63.2156,86.7355,31.169,64.7723
2019-11-22,198.82,63.1606,87.286,31.048,64.4498
2019-11-25,199.79,64.2683,88.692,31.555,65.0463
2019-11-26,198.97,63.7675,89.847,31.249,65.4128
2019-11-27,202.0,64.6252,90.9255,31.593,65.3696
2019-11-29,201.64,64.4823,90.04,31.466,64.9689
2019-12-02,199.7,63.7362,89.08,30.999,64.2102
2019-12-03,198.82,62.6017,88.498,30.616,64.5032
2019-12-04,198.71,63.1539,88.0345,30.432,65.7088
2019-12-05,199.36,64.0779,87.024,30.286,66.1083
2019-12-06,201.05,65.3173,87.58,30.735,66.7276
2019-12-09,201.34,64.4011,87.471,30.25,66.9069
2019-12-10,200.87,64.7782,86.9605,29.312,66.9019
2019-12-11,202.26,65.3321,87.436,29.893,66.9696
2019-12-12,196.75,65.498,88.0165,29.844,67.181
2019-12-13,194.11,66.3899,88.047,29.85,67.1003
2019-12-16,197.92,67.5262,88.4605,30.421,67.7892
2019-12-17,198.39,67.6559,89.533,31.548,67.4997
2019-12-18,202.5,67.4976,89.2015,32.08,67.3513
2019-12-19,206.06,67.5634,89.614,33.222,67.577
2019-12-20,206.3,67.4251,89.325,33.69,67.317
2019-12-23,206.18,68.5252,89.65,33.31,67.2876
2019-12-24,205.12,68.588,89.4605,33.32,66.9786
2019-12-26,207.79,69.9482,93.4385,33.263,67.8774
2019-12-27,208.1,69.9206,93.49,32.909,67.4874
2019-12-30,204.41,70.3373,92.3445,32.331,66.7435
2019-12-31,205.25,70.8488,92.392,32.357,66.7276
